LINC01455,LYSMD1,LINC01090,UGT1A7,LOC100505478,GGNBP1,TLR6,CST1,MIR6847,KRT8P41,LINC00960,MIR484,LINC01449,BARD1,OTOGL,MIR3615,MIR4496,UGDH,TAS1R3,CMTM1,LINC01297,FLJ33534,MIR1204,ASAH2B,LINC01876,MIR6787,FAM24B,TDRD5,LINC02159,MIR7855,KRT32,LOC101928132,MIR378I,LINC02099,LINC01012,UGT1A3,MIR3189,OR10H1,HRASLS,MAGED1,PSAT1,LOC440028,LINC00601,LOC100507670,MB21D1,FGF20,IFNL1,LINC01781,SYTL2,LOC101929224,PRSS53,LINC01397,FUT3,CXCL9,LOC102723557,CSTF3-AS1,PDCD6,PSD3,LOC100506271,LINC01547,LOC105372343,HIST1H4I,LOC105370681,LINC01281,CFHR4,LOC150051,GSTA5,LOC105378933,LINC01775,ZNF257,IL31RA,ARHGEF39,MIR6824,MIR5195,LOC284930
0.217001376114,6.9836610632,0.0119538267871,0.00365184101272,0.0208169924761,0.0525638048359,0.582465313422,6.98037683486,11.9401652708,0.0201020099075,1.15767607765,3.32018988817,0.0124731323771,2.48311344734,0.0145271804296,25.7542435581,0.14172033993,17.4518394409,0.128546292893,1.80736965256,0.0,0.129388574677,3.9033433631,1.98116993769,0.561353136092,38.2384499794,0.840373319881,1.86639793774,0.589560884632,16.6192414338,0.30434443,0.489442796784,0.262365887931,0.0219703613066,0.231092475502,0.0,2.08455089041,0.14892298621,6.58675284774,15.2526339171,8.81875542139,0.329552289324,0.0,1.14985435772,2.93723505247,0.0360597665877,0.159807460327,0.0214629358251,3.11881452543,0.124053436141,1.4135612046,0.026281902418,15.4423717699,4.65402613759,0.0998942330416,0.036899179195,17.209742971,1.840510587,0.0619530646311,17.2855260789,0.391096814252,1.99917129444,0.0759437130381,0.11157579216,0.0104513883929,0.222149218978,0.0,0.209731996172,0.246100617251,0.0968286116524,3.45513399006,1.24155286253,4.26693469646,0.264647330435,0.0
0.0,6.02852671421,0.0119728804507,0.00365766182235,0.0417003469596,0.0526475883031,0.959695308902,12.5672268682,9.6193542364,0.120804307639,0.723502986129,8.01035446425,0.0124930137818,2.58253472302,0.00909395991274,83.9565064056,0.283892466845,17.9280461508,0.27970085618,1.11320001302,0.0,0.169036711428,1.63707833973,0.562403066462,0.00759794457316,13.1556226773,1.07480252807,0.0107435221901,0.774211908748,1.79942699453,0.269991874986,0.0668485825165,0.614451017593,0.0137533629433,0.196523340005,0.0,63.680142852,0.0135600327524,0.104304375115,87.152061568,1.61609808994,0.0810716851795,0.0130492096008,0.563591586361,3.47014129141,0.072234487269,0.124492809447,0.300960049919,6.04599324345,0.414170565591,0.443307814979,0.0526475883031,14.4619995499,8.87788211487,0.0,0.029566395371,9.64934958924,2.07287290657,0.031025907,1.64121324124,0.0178054635675,7.5971812557,0.0285242859896,0.180525106085,0.0,0.129793598171,0.0,0.0,0.041082147746,0.124259405322,0.0366381654177,0.218204640345,4.70900170191,0.530138323957,0.0
0.0,3.91981392033,0.0,0.00364078033468,0.788649798735,0.11354329966,0.945210522309,0.817710077714,15.3220881885,0.210431812911,1.39740382735,3.84609607067,0.0,3.53334580978,0.0289663611544,31.384254641,0.141291098064,31.8199952924,0.393309268063,1.15984078179,0.0887200681556,0.173865094748,2.54095050469,1.2815715763,1.42182091279,55.789960297,1.39208344834,1.87856822885,0.0914317017497,1.30944982803,0.026007654265,0.332700255584,0.32696404428,0.0191658403866,0.29994500979,0.0,0.207823721296,0.715364748838,0.571026341149,28.0650804827,22.9716449597,0.530297914979,0.012988982581,0.804899267849,3.15471907331,0.0539258234169,0.0354052080621,0.042795857982,5.57370086263,0.26796835803,0.124104876287,0.0,13.5608153323,60.84509699,0.0165986123136,0.0735748382862,9.47376682277,2.56492148923,0.0,4.79238684421,0.0708931385729,20.4353033029,2.10105503888,0.0855675784242,0.00520986663963,1.27348915349,0.0,0.302028654686,0.16357015261,0.0693847739225,1.02444923105,0.871125632261,1.43308037911,0.0,0.0
0.0,10.7522940316,0.0517726046326,0.0131802507194,0.285504785282,0.0632378868713,1.64902823203,22.2459717854,7.71329630288,0.0652970862259,0.814939749794,4.08004490053,0.126050732208,2.7610420221,0.530869986225,25.0435307869,0.409198452137,16.084233692,2.56292489968,1.04220785801,0.141320035608,0.0365470567637,1.26981745912,0.813188740521,1.37442156447,44.2942653343,1.78251860779,5.61867584755,0.0472854969847,0.281823418622,0.219688418991,0.0802954747774,1.14745979493,0.0812779749019,0.20772830449,0.0,1.50471519857,0.0,2.24574560046,27.3880176601,11.3609436055,0.467422168066,0.0282134099732,1.90726280153,3.36273969863,0.0195220751473,0.0769037639408,0.325349562681,6.81236900182,0.790997704247,0.796724951622,0.0569140981842,7.86822304749,59.3439355169,0.0240359320559,0.154485066701,14.3712744331,3.10550151213,0.0503103249598,1.07528217127,0.128322674644,6.41748240947,0.267244177812,0.161080059046,0.392300748198,0.454343445602,0.129355300682,0.218679130695,0.0592152072752,2.31090025147,0.583307318781,0.85054860493,2.4233635423,0.764133631273,0.270266947792
0.0521595487845,5.85696828062,0.045972516682,0.0,0.280205948121,0.0336920056052,0.950332286023,1.27515740939,12.8110079821,0.0966364163412,1.40742236744,2.16212651818,0.0,1.26846486011,0.0349182659524,13.5753167932,0.102193854021,84.3700753035,3.92937799773,0.938765066759,0.0,0.118993188743,2.01895341398,1.0525721895,0.0875219547401,11.2849546777,1.14361029391,0.85941925717,1.04550368922,1.74317127294,0.0,0.0427799808013,0.170642661756,0.0369663504921,0.31860666504,0.0,9.21937887626,0.0,0.926155478289,28.5075950389,4.65402394429,0.222351875898,0.0250526599898,0.70566334891,1.1760942592,0.0693400636685,0.0,0.0412715188549,2.50122768631,1.15296698258,0.303200489272,0.0,6.48477910329,4.36786726608,0.0,0.0283816749448,11.1738083216,2.97750691066,0.0297827041915,1.58646723984,0.0,4.56787046937,0.766677035846,0.0660158079371,0.0100485943915,0.0711958804577,0.0287159046792,0.224054417061,0.0,0.0930968601889,1.92476258027,0.567572331494,3.68236756759,0.508895771619,0.0
0.0,8.87219178683,0.0243617310492,0.171175215596,0.0636371073029,0.0357080985902,1.46968853636,672.440979531,19.8925134841,0.0512095172153,0.0146239312915,2.59819725362,0.0,2.53538682682,0.0943697294096,50.839039032,0.216618046279,142.289414983,11.2152631579,0.402209685247,0.743574168801,0.0974514272893,2.46157707278,0.780889875465,0.0231897933392,12.6515073557,1.93663342947,3.21710797009,1.66209823994,0.770483447779,0.0354428384293,0.0453398883415,0.456065935671,0.0195891883576,0.222152461501,0.226546576272,0.849657085633,0.0,2.98452045157,33.2677963893,16.7110229409,0.471314340815,0.039827675889,1.37113070692,3.91481291495,0.156164757593,0.0542808931603,0.218705808361,1.01576481962,0.0421365266652,0.149396621719,0.0535621478853,13.0623503724,54.7641978184,0.0169652536245,0.0601600070332,13.0087127143,1.78882892141,0.0,1.26688797943,0.0362295369458,6.68661741232,0.667455199678,0.428542497929,0.0319496740648,0.0,0.152171165974,0.261207748761,0.167183200138,0.61667296929,0.498124463829,1.55874013297,1.39904111758,0.539347541315,0.0885681650116
0.0,7.61298664855,0.0,0.0,0.328547445381,0.0172832601161,0.477550653004,2.85750561261,35.4192593347,0.0793157802421,0.0943760541391,10.8858417123,0.0246073957555,1.74178342397,0.00716492191448,26.6104271404,0.62907847589,16.5282615139,10.65995538,0.57378064096,0.0,0.0221966897018,4.76576222474,0.661869846381,0.419037207879,29.6438826795,3.51988203007,0.37385202292,0.0129233847704,1.87783814563,0.0,0.0,0.548051126562,0.0108359584269,0.163438233126,0.0,0.822493775936,0.0267090950371,2.46537056534,35.5900822414,6.88782150661,0.262341764779,0.051405860996,0.434387790024,3.22969848406,0.0355699322531,0.0,0.508113221241,1.58019408248,0.0815788663632,0.240124523569,0.0518497803483,8.4781145183,8.40369507453,0.0328457580106,0.0145591769261,11.9223908182,2.2200519736,0.0152778742095,0.293880494489,0.0701425766861,11.7624873034,0.168552217963,0.0846616548834,0.0,0.0,0.0,1.47116804026,0.242757596941,0.0656653909402,0.0524843056323,2.7682562608,2.14334934628,1.04420948945,0.0
0.0,3.5186731427,0.0248767150702,0.0709307760947,0.0,0.0182314670606,2.33859121381,0.145266322405,18.0060032889,0.0697227174908,4.01533590318,4.60504542037,0.0,1.10832114318,0.0163756864636,34.1942072101,0.19661968667,68.7224266056,0.445855757959,0.461150336791,0.0,0.304387990903,3.01902539988,0.928459355593,1.01034682462,129.904170603,2.34976813098,0.381961229306,0.272647940459,0.0250108773344,0.0180960333053,0.200626100242,0.13917672674,0.00952537396508,0.00907394220181,0.0118633619107,0.0,0.0,0.0,15.8112185948,8.7902501819,0.806139781553,0.189791445197,2.07047326403,3.08423768609,0.0,0.110856680108,0.104220220024,0.889194251488,0.258163518622,0.10170315028,0.0,10.2945805423,16.2077276402,0.0,0.1228634657,17.7627572258,0.771596240324,0.0214880802608,0.914113128186,0.0493271935893,13.451990755,2.21261542598,0.0595376166278,0.0,0.744828621447,0.0,0.0808271012871,0.369887473222,0.0188912656299,1.21108177442,1.04975193204,2.59883798567,0.0,0.0
0.0,5.98056516393,0.0829760985535,0.0,0.0,0.0,0.402561257589,16.9587159223,6.80667424325,0.0,0.199236542204,1.87457102626,0.0,1.35220359408,0.0294112973035,65.688957346,0.122966907402,37.516205324,0.276917320457,0.576811322641,0.12354219118,0.0650823003442,0.371773606445,1.3482412486,1.40416847403,12.3693271124,1.22650000334,0.0,1.94008572287,0.0286023756996,0.0,0.0,0.107128370648,0.0127087256763,0.242128535149,0.015828062255,0.482322253236,0.0,0.240954829675,140.615697358,5.00464447679,0.856158650121,0.0,0.283034762751,3.65229965188,0.208587230369,0.0,0.0496608243811,1.83767090342,0.0478390278345,0.275224423361,0.0,8.81087489555,8.33977423049,0.0,0.0,17.7661036858,1.86543592558,0.0358366661437,0.888192071,0.0,7.10176653084,0.109823844311,0.0595761835638,0.0241823657186,0.0,0.0345530171602,0.0,0.094904378669,0.0280051894899,0.0461663345536,1.04067560058,3.76238603093,0.918509334423,0.402217766539
0.0,7.20373817683,0.0158574741823,4.77898872367,0.0690374987486,0.0116215110156,0.39637247873,0.243072165892,14.3687594037,0.0133332659406,0.0190379421258,7.34867289484,0.00827318222708,8.60266406155,0.0289067751323,185.659715294,0.48175154249,9.10266845304,0.105842750776,1.13678606301,0.0118050085579,0.0522387994228,0.712942570364,0.946318416357,0.00503154651896,8.60425667672,2.03237715305,0.111462469197,2.02473937139,0.0225479499365,0.0519083090591,0.0295125213949,0.80613182806,0.358847972651,0.0665173333215,0.0226866314161,0.276528282659,0.0,21.6975350408,47.6008320976,16.5146026942,1.90974718613,0.795018812644,1.84989418672,6.93533598439,0.0,0.141329507356,0.11388752967,1.99070418147,0.671971241216,0.651357066451,0.139458132187,9.01869999252,24.268081717,0.231902547766,0.166426575548,12.2399521788,1.20551462368,0.0,2.18130423569,0.790011583226,16.2709326996,0.736689975729,0.0569277062439,0.135177888175,3.73279540679,0.0,0.123654300974,0.761757156003,0.264926081895,0.0110284990352,4.58672558496,1.78647771122,0.0877676723221,0.0487812414268
